,city,state,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,degree_centrality_avg,D_len,D_number,H_len,H_number,EH_number,EH_len,edge_density_km,edge_length_avg,edge_length_total,entropy,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion,intersection_count,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,city1
0,AUT_Vienna,Austria,AT001,9181.98,2.722279146,0.038383087,1.067851576,0.058931858,0.000305502,6.52E-05,0.690900042,0.512082945,1.519764562,1.159346582,0.386999397,0.507309874,3565.429138,176.7761148,32737699,0.007250415,14126,0.187486728,51367,0.681766299,8486,0.11263007,61218,6.66718943,4.915932257,185193,75344,8.205637564,6.35E-05,2.00E-06,0.00190612,1942.487922,173.4670809,17835885.25,102820,2.728671162,Vienna
1,AUT_Graz,Austria,AT002,1201.97,2.666094271,0.033146721,1.119958322,0.040742028,0.000329241,0.0003172,0.711500544,0.65617989,1.487645434,1.435707287,0.496720632,0.514689998,6040.47292,221.2747542,7260467,0.016442759,4245,0.295119577,8964,0.623192436,981,0.068200779,10139,8.435318685,4.562291435,32812,14384,11.96702081,0.000271515,1.06E-05,0.001950506,3148.735641,217.2858984,3784685.778,17418,2.470175195,Graz
2,AUT_Linz,Austria,AT003,3594.3,2.766370522,0.034499967,1.128692162,0.046557479,0.000294443,0.000137722,0.701177874,0.636119718,1.415291904,1.321453016,0.448796197,0.480666067,5333.175922,230.8771149,19169034,0.00287992,9617,0.27695542,22738,0.654820873,1877,0.054054832,25107,6.985226609,4.782110356,83027,34724,9.660851904,0.000131779,4.32E-06,0.002360678,2732.698534,227.506505,9822138.339,43173,2.489085359,Linz
3,AUT_Salzburg,Austria,AT004,1375.43,2.726174822,0.034632735,1.115587292,0.055274875,0.000777569,0.000329404,0.687054589,0.574704852,1.42415145,1.250320349,0.441308224,0.502662976,4757.545607,190.3170449,6543670,0.002270244,3797,0.262786352,9658,0.66841996,841,0.05820472,10652,7.744487179,4.759222091,34383,14449,10.50507841,0.000285324,1.04E-05,0.004653462,2484.862314,187.3255233,3417754.173,18245,2.526264793,Salzburg
4,AUT_Innsbruck,Austria,AT005,2131.6,2.71428454,0.034835842,1.134600859,0.054433346,0.00041506,0.000595032,0.681712822,0.52486522,1.529615123,1.242843009,0.438669051,0.539887025,1847.407045,201.3155185,3937932,0.019948278,1848,0.227894932,5513,0.679861882,604,0.07448514,6261,2.93723025,4.82451597,19561,8109,3.80418465,0.000594597,1.86E-05,0.002351618,1004.294048,202.3970116,2140753.192,10577,2.607843137,Innsbruck
5,AUT_Klagenfurt,Austria,AT006,1832.94,2.782789596,0.027609881,1.150982827,0.056671992,0.000395193,0.000417092,0.716435471,0.589396726,1.507851869,1.3009837,0.459190164,0.532205551,3990.168824,247.9654194,7313740,0.024921908,2837,0.238543681,8215,0.690742454,767,0.064491718,9056,4.940696368,4.96006054,29495,11893,6.488482984,0.000371875,1.27E-05,0.003322597,2061.585996,246.3179346,3778763.435,15341,2.584209199,Klagenfurt
0,BEL_russels,Belgium,BE001,3263.84,2.575159438,0.044719395,1.058175005,0.063463521,0.000711264,7.60E-05,0.683031913,0.58778283,1.475565007,1.310163501,0.437343321,0.4925557,7658.587488,173.5331162,24996404,0.007183404,10661,0.173172198,43464,0.706008479,6040,0.098110878,50902,15.59573999,4.679564024,144044,61563,18.86213785,9.77E-05,2.44E-06,0.005623282,4266.211336,164.9380037,13924231.21,84421,2.73976252,russels
1,BEL_Antwerp,Belgium,BE002,1189.92,2.609352417,0.035569653,1.058834084,0.056453867,0.000578849,0.000189235,0.680692406,0.562694502,1.468883411,1.247795504,0.450047096,0.529787703,8402.278753,168.4419357,9998039,0.013931564,4369,0.174432068,17572,0.701561065,2672,0.106679443,20678,17.37763883,4.739569609,59356,25047,21.04931424,0.000213362,6.02E-06,0.005256419,4775.434908,164.7975844,5682385.506,34481,2.751666866,Antwerp
2,BEL_Gent,Belgium,BE003,1017.77,2.614093353,0.036302373,1.069761556,0.060136663,0.000669247,0.000240444,0.700165982,0.592244529,1.507198774,1.302041345,0.469612148,0.543607049,8316.232963,177.7369737,8464012,0.010342281,3729,0.18735869,14435,0.725267548,1485,0.074611868,16174,15.89160616,4.785308747,47621,19903,19.55549879,0.000293621,7.58E-06,0.016148338,4610.230324,173.5841855,4692154.117,27031,2.693563784,Gent
3,BEL_Charleroi,Belgium,BE004,1096.59,2.621213795,0.039832951,1.063715109,0.06049479,0.001025541,0.000310597,0.70985266,0.578496753,1.559395105,1.311391379,0.462863618,0.550398052,6415.990895,191.3646155,7035711,0.001602029,2661,0.172938195,11200,0.727887177,1250,0.081237408,12726,11.60506662,4.77883928,36766,15387,14.03168003,0.000374883,9.79E-06,0.004297449,3563.263582,186.5126115,3907439.211,20950,2.726457399,Charleroi
4,BEL_Liege,Belgium,BE005,1414.35,2.620951878,0.035597936,1.07553126,0.05826774,0.000735933,0.000207847,0.734846562,0.633629738,1.632269944,1.435942666,0.496802068,0.564726644,7441.051282,195.829163,10524250,0.002393408,4414,0.194098764,16366,0.71966932,1700,0.074754848,18327,12.95789585,4.726441229,53742,22741,16.0787641,0.000232466,6.62E-06,0.0052659,4089.221561,189.5948374,5783590.515,30505,2.681588321,Liege
5,BEL_ruges,Belgium,BE006,562.883,2.603294916,0.039597004,1.063247406,0.052230644,0.000742197,0.000478897,0.706581738,0.577535678,1.489203867,1.272058376,0.482012407,0.564293867,7144.680029,181.0887486,4021618,0.024454284,2195,0.227909874,6537,0.678745717,790,0.082026788,7436,13.21056063,4.611774478,22208,9631,17.11012768,0.000455473,1.57E-05,0.007024496,3921.685702,175.1110751,2207450.213,12606,2.618835012,ruges
6,BEL_Namur,Belgium,BE007,840.37,2.670132134,0.033723919,1.073746113,0.061717737,0.00098722,0.000582764,0.761912015,0.700924148,1.642282262,1.534819699,0.541724012,0.579653582,5679.401685,242.2125752,4772798,0.005130584,1594,0.193822957,5781,0.702942607,689,0.083779183,6630,7.889382058,4.792071984,19705,8224,9.786165618,0.00059168,1.83E-05,0.004465872,3060.885117,233.5036334,2572276.026,11016,2.688107977,Namur
7,BEL_Leuven,Belgium,BE008,451.194,2.628488318,0.037676782,1.053357285,0.054337708,0.000679009,0.000645348,0.726633975,0.659166338,1.514115604,1.402224867,0.517798697,0.55911652,6991.047352,190.6047869,3154318,0.015297681,1733,0.241971516,4733,0.660848925,552,0.077073443,5429,12.03251816,4.621334823,16549,7162,15.87343803,0.00088681,2.11E-05,0.003867303,3792.243292,186.0025459,1711037.42,9199,2.57916783,Leuven
8,BEL_Mons,Belgium,BE009,392.519,2.562857545,0.042041997,1.058673662,0.062263514,0.000885105,0.000790286,0.728433366,0.630682709,1.59354229,1.407165681,0.533207697,0.603830115,6469.034814,183.390082,2539219,0.010496726,1044,0.176351351,4248,0.717567568,525,0.088682432,4876,12.4223286,4.677702703,13846,5920,15.08207246,0.000773986,2.55E-05,0.006572295,3605.777369,175.7308328,1415336.127,8054,2.728209459,Mons
9,BEL_Kortrijk,Belgium,BE010,222.94,2.641118198,0.049629577,1.056761517,0.045623558,0.001274438,0.000626985,0.669260049,0.524410538,1.387954071,1.140098819,0.444491746,0.541123382,10730.00239,140.5409044,2392146,0.051955313,1817,0.246573484,4995,0.677839598,452,0.061338038,5552,24.9035615,4.619622744,17021,7369,33.05373643,0.000594324,2.05E-05,0.00493508,5856.51543,139.0766457,1305651.55,9388,2.558827521,Kortrijk
10,BEL_Ostend,Belgium,BE011,205.7,2.690553161,0.042112039,1.06743086,0.047094508,0.000422039,0.001168582,0.710510284,0.519363083,1.478859273,1.139622982,0.475259698,0.616732219,7947.358848,160.4762653,1634771,0.065700194,752,0.180076628,2857,0.68414751,501,0.119971264,3424,16.64560039,4.878831418,10187,4176,20.30140982,0.000859912,3.61E-05,0.00588986,4386.714832,157.5877124,902347.241,5726,2.747605364,Ostend
0,CZE_Prague,Czech Republic,CZ001,5699.64,2.770482694,0.037121798,1.07439302,0.056222981,0.000504278,7.44E-05,0.674607276,0.499751364,1.440432454,1.104035415,0.36263008,0.473122627,4638.270511,164.3762763,26436472,0.01706797,15019,0.22842933,41941,0.637895633,7863,0.119591172,50730,8.900562141,4.892211288,160829,65749,11.53564085,7.33E-05,2.29E-06,0.003314079,2518.297835,164.0650055,14353391.07,87486,2.659462501,Prague
1,CZE_Brno,Czech Republic,CZ002,2678.03,2.730103673,0.036897402,1.076145573,0.053827049,0.000478646,0.00026634,0.712124134,0.542101172,1.531337849,1.202472434,0.401395159,0.511173132,2991.49278,191.6855867,8011307,0.005135868,4769,0.269191691,11262,0.635696545,1386,0.078234364,12947,4.834523885,4.718220817,41794,17716,6.615310508,0.000301408,8.49E-06,0.002895152,1605.915835,191.9094504,4300690.784,22410,2.531948521,Brno
2,CZE_Ostrava,Czech Republic,CZ003,1428.37,2.784331933,0.032964643,1.069514818,0.046229531,0.000472448,0.000248224,0.551333157,0.441724142,1.260007682,1.029363187,0.390049574,0.47744612,5722.895679,177.249935,8174412,0.00303063,5171,0.268247134,12250,0.635472325,1687,0.087513617,14106,9.875592459,4.784769414,46118,19277,13.49580291,0.00021566,7.80E-06,0.001214276,3056.250971,177.9495027,4365457.2,24532,2.548425585,Ostrava
3,CZE_Plzen,Czech Republic,CZ004,1959.46,2.849876974,0.036469374,1.068377492,0.048474747,0.000495867,0.000392396,0.718722432,0.515038437,1.517128231,1.133391707,0.418526845,0.560228991,3116.144539,196.0746469,6105960,0.011904536,3294,0.261449321,7713,0.612191444,1472,0.116834669,9304,4.748246966,4.943408207,31141,12599,6.429832709,0.000356597,1.19E-05,0.001573488,1636.020902,196.7663588,3205717.517,16292,2.592904199,Plzen
4,CZE_Usti nad Labem,Czech Republic,CZ005,357.902,2.659948734,0.03359527,1.09376823,0.053882303,0.001027589,0.001483335,0.689398497,0.50816453,1.439089258,1.113272336,0.411097378,0.531411588,3997.520997,198.1058931,1430720,0.00395601,793,0.254085229,2012,0.644665171,245,0.078500481,2328,6.504573878,4.628003845,7222,3121,8.720264206,0.001363224,4.85E-05,0.002215453,2167.950562,195.3950748,775913.842,3971,2.554309516,Usti nad Labem
5,CZE_Olomouc,Czech Republic,CZ006,934.887,2.731394684,0.036986994,1.075142373,0.057321139,0.000782527,0.000678689,0.722517316,0.563929402,1.52981121,1.19101375,0.45130272,0.579680931,3293.947446,185.3315266,3079468,0.008931748,1834,0.262074879,4547,0.649757073,524,0.074878537,5164,5.523662218,4.748785367,16616,6998,7.485396631,0.000722933,2.15E-05,0.003911892,1777.611141,187.1891808,1661865.547,8878,2.54086882,Olomouc
6,CZE_Liberec,Czech Republic,CZ007,611.147,2.815819877,0.032694586,1.106577564,0.062892215,0.001252312,0.000991583,0.610499641,0.43692545,1.286636615,0.969246354,0.404207125,0.536569144,3768.311398,180.1746367,2302992,0.007439028,1085,0.213666798,3491,0.687475384,443,0.087239071,3993,6.533616299,5.034265459,12782,5078,8.308966583,0.000858029,2.96E-05,0.002894696,1980.722368,180.1089917,1210512.533,6721,2.653603781,Liberec
7,CZE_eske Budejovice,Czech Republic,CZ008,1292.08,2.838759351,0.035370218,1.069649664,0.068570873,0.000897666,0.000730498,0.707359841,0.516907736,1.447369976,1.090405529,0.413179933,0.548442037,2774.247244,208.452511,3584549,0.024385841,1632,0.237831536,4484,0.653453804,693,0.100990965,5230,4.047736982,5.011949869,17196,6862,5.310816668,0.000649433,2.19E-05,0.003372877,1433.902103,206.2010272,1852716.229,8985,2.622850481,eske Budejovice
8,CZE_Hradec Kralove,Czech Republic,CZ009,794.865,2.787794369,0.031724413,1.059867431,0.062305921,0.000902105,0.001094856,0.703849095,0.527908472,1.48319292,1.145971324,0.423172112,0.54769772,3098.806625,223.5350692,2463132,0.021406625,1029,0.229329173,2912,0.648985959,488,0.108758636,3458,4.350424286,4.911522175,11019,4487,5.644983739,0.001025876,3.36E-05,0.00272257,1643.585644,221.2785744,1306428.703,5904,2.645197236,Hradec Kralove
9,CZE_Pardubice,Czech Republic,CZ010,862.735,2.777233961,0.037735165,1.064381567,0.064764506,0.001347614,0.000698202,0.705411106,0.567248932,1.450137742,1.203541069,0.484340556,0.583578358,3691.539563,188.5178398,3184820,0.02051217,1751,0.251688946,4432,0.637056202,706,0.101480523,5206,6.034297901,4.856691102,16894,6957,8.063889839,0.000634925,2.16E-05,0.003551557,1909.348132,183.4366883,1647261.461,8980,2.593790427,Pardubice
10,CZE_lin,Czech Republic,CZ011,578.799,2.764224075,0.037730256,1.087881761,0.042299254,0.000547133,0.001026826,0.582883127,0.378380432,1.170019176,0.80881331,0.368106801,0.532498675,3376.758293,183.2768495,1954464,0.012942054,1422,0.311978938,2776,0.609039052,320,0.070206231,3136,5.418115788,4.679245283,10664,4558,7.87492722,0.000958443,3.31E-05,0.002063016,1743.3212,181.7749175,1009032.567,5551,2.441421676,lin
11,CZE_arlsbad,Czech Republic,CZ013,469.809,2.65052033,0.038859427,1.138110212,0.049951722,0.000823335,0.001469171,0.727044752,0.565002857,1.582975282,1.261269197,0.477924137,0.599826031,3116.888031,206.5653899,1464342,0.006153789,872,0.280656582,2001,0.644029611,185,0.059542967,2235,4.757252415,4.563244287,7089,3107,6.613325841,0.001442487,4.85E-05,0.006488927,1664.700355,202.877097,782091.209,3855,2.48632121,arlsbad
12,CZE_Jihlava,Czech Republic,CZ014,957.968,2.781555484,0.031778069,1.080358961,0.081265442,0.001201307,0.001598877,0.757279507,0.578000782,1.57042232,1.21364174,0.45987699,0.595069422,2249.179331,280.0054353,2154641,0.004873876,686,0.221076378,2152,0.693522398,222,0.071543667,2417,2.523048787,4.959716403,7695,3103,3.239147863,0.001421095,4.86E-05,0.003768681,1166.696157,276.5110302,1117657.584,4042,2.616500161,Jihlava
13,CZE_Most,Czech Republic,CZ016,276.83,2.688200368,0.03585748,1.090959237,0.053269778,0.000984889,0.002373266,0.647392879,0.443078176,1.371287161,0.972169952,0.40542636,0.571871164,2875.132334,168.9498799,795922,0.014680086,460,0.230807827,1341,0.672854992,150,0.075263422,1533,5.537694614,4.727546412,4711,1993,7.199364231,0.001846299,7.61E-05,0.00509446,1573.300585,168.4861899,435536.801,2585,2.595584546,Most
14,CZE_homutov,Czech Republic,CZ018,456.048,2.719125532,0.03333573,1.083898583,0.072490294,0.000863342,0.002661737,0.716119128,0.533004858,1.553604835,1.14561737,0.461030345,0.625216579,2204.090808,232.4632759,1005171,0.020779257,412,0.228508042,1191,0.660565724,186,0.103161398,1391,3.050117531,4.796450361,4324,1803,3.953531207,0.00243527,8.37E-05,0.005319149,1215.922765,233.5800948,554519.145,2374,2.641708264,homutov
0,DNK_Copenhagen,Denmark,DK001,3628.1,2.723619974,0.043870924,1.071418625,0.031084343,0.00029542,5.78E-05,0.663770849,0.468649104,1.376172207,0.991424707,0.343009409,0.476122908,6960.329198,144.5617561,25252770,0.046699695,26137,0.336262351,43904,0.564841499,6968,0.089645945,51591,14.21983959,4.494776657,174685,77728,21.42388578,6.00E-05,1.93E-06,0.007842688,3769.38227,144.6000657,13675695.81,94576,2.418768012,Copenhagen
1,DNK_Aarhus,Denmark,DK002,2392.28,2.702209062,0.048218979,1.074824109,0.034417482,0.000394611,0.00014022,0.71431534,0.507120487,1.440333982,1.056238028,0.380957341,0.519490673,5214.91416,175.627655,12475534,0.029886941,10954,0.344129936,18629,0.585247086,2001,0.062863247,20877,8.726821275,4.463196255,71034,31831,13.30571672,0.000149873,4.72E-06,0.013979221,2754.771835,172.3059473,6590185.565,38247,2.377682134,Aarhus
2,DNK_Odense,Denmark,DK003,2394.72,2.732399133,0.044912742,1.078800861,0.037077127,0.000458738,0.000191669,0.732387259,0.576115988,1.469723506,1.190414474,0.464108373,0.573002934,4729.007392,208.0130888,11324648,0.022103429,7859,0.329725194,14246,0.597692469,1543,0.064736732,15976,6.671343623,4.568239983,54442,23835,9.953146923,0.000227604,6.31E-06,0.018900849,2479.290109,203.2802277,5937205.609,29207,2.411999161,Odense
3,DNK_Aalborg,Denmark,DK004,3272.46,2.722870083,0.043684881,1.061390553,0.035172101,0.000632585,0.000174588,0.727229839,0.549986517,1.453327456,1.137024524,0.401319769,0.512960826,3924.897017,221.7400126,12844068,0.071716317,8738,0.339208075,15192,0.589751553,1557,0.060442547,17022,5.201591463,4.497204969,57924,25760,7.871753971,0.000171132,5.84E-06,0.007268144,2045.929703,217.6812796,6695223.116,30757,2.377329193,Aalborg
0,EST_Tallinn,Estonia,EE001,4337.88,2.698790096,0.033360961,1.094811522,0.059710295,0.000539286,0.000242775,0.736876343,0.669719547,1.535683646,1.493102339,0.538522835,0.553880795,2744.583101,256.7094774,11905672,0.003370822,4615,0.236097611,12835,0.6566225,1890,0.096690029,14932,3.442234456,4.745280606,46378,19547,4.506118196,0.00025873,7.68E-06,0.006209841,1460.162915,246.0383586,6334011.504,25744,2.623215839,Tallinn
1,EST_Tartu,Estonia,EE002,2992.55,2.809453211,0.024940228,1.075745339,0.052948163,0.000823829,0.00063103,0.692572999,0.720739712,1.392368337,1.500852629,0.651812015,0.604697886,2500.744462,384.1685237,7483602,0.007383218,1856,0.236192415,5253,0.66849071,708,0.090099262,6002,2.005647358,4.958004581,19480,7858,2.625854205,0.000479434,1.91E-05,0.004620123,1268.101081,368.7906599,3794855.89,10290,2.617205396,Tartu
2,EST_Narva,Estonia,EE003,68.8966,2.754524515,0.036664514,1.076496819,0.047713064,0.003591708,0.004627588,0.390139897,0.394334495,0.870130827,0.9006406,0.409899202,0.396013605,5751.522876,167.057492,396260,0.064671009,288,0.284304047,584,0.576505429,127,0.125370188,725,10.52301565,4.683119447,2372,1013,14.7031929,0.003441533,0.000149104,0.001686341,3000.303034,161.9989639,206710.678,1276,2.542941757,Narva
0,FIN_Helsinki,Finland,FI001,4702.36,2.603747528,0.033649201,1.09979373,0.0606445,0.000389784,9.61E-05,0.735135155,0.65757292,1.574101478,1.423403864,0.442205273,0.489022119,4737.636135,227.3017381,22278070,0.003056244,13918,0.308111219,25257,0.559129549,5190,0.114894182,31254,6.646449868,4.339458071,98011,45172,9.606240271,9.26E-05,3.33E-06,0.004672945,2564.122936,214.4381648,12057429.13,56228,2.486097583,Helsinki
1,FIN_Tampere,Finland,FI002,6886.28,2.700679223,0.032592829,1.108324291,0.038251703,0.000369758,0.000182698,0.715512095,0.647244917,1.478335896,1.383679142,0.478720129,0.511469119,2587.291882,329.8555252,17816816,0.002682242,8505,0.349755315,13833,0.56886129,1865,0.076695316,15812,2.296159901,4.442488794,54014,24317,3.531224406,0.000197541,6.18E-06,0.006942644,1336.444231,317.3821147,9203129.179,28997,2.376485586,Tampere
2,FIN_Turku,Finland,FI003,4366.36,2.723710823,0.026833321,1.112480936,0.023006629,0.000419963,0.000201958,0.726843183,0.643138435,1.499829217,1.360350794,0.490642836,0.540949043,3383.443564,286.9834228,14773332,0.006248086,8295,0.367376766,11813,0.523185261,2346,0.103901856,14284,3.271374784,4.559812215,51478,22579,5.171126522,0.00017109,6.65E-06,0.006352228,1743.022751,283.1664554,7610664.821,26877,2.374020107,Turku
3,FIN_Oulu,Finland,FI004,7158.89,2.705241695,0.02973654,1.107014765,0.043138783,0.000190627,0.000353428,0.72884057,0.513113161,1.52167128,1.121010148,0.413954715,0.5619066,1235.468688,303.9376095,8844584,0.004040228,4329,0.337333437,7247,0.564715967,1161,0.090469882,8504,1.187893654,4.535182732,29100,12833,1.792596338,0.000319285,1.17E-05,0.024570447,642.7999336,291.0831815,4601734.017,15809,2.412062651,Oulu
4,FIN_Lahti,Finland,FI007,3911,2.725248037,0.027509373,1.110615784,0.034666385,0.000574357,0.000313819,0.731598127,0.621166427,1.541332629,1.336522653,0.482048651,0.555918235,2781.030613,344.8622571,10876610,0.003158215,5117,0.360911271,7879,0.55572013,1079,0.076103823,9061,2.316798773,4.449005501,31539,14178,3.625159806,0.000249472,1.06E-05,0.007038904,1432.499884,335.3991288,5602507.048,16704,2.3503315,Lahti
5,FIN_Kuopio,Finland,FI008,9193.51,2.721778018,0.022064218,1.113153606,0.024743911,0.00028592,0.000252269,0.731575962,0.737719367,1.552572837,1.552665628,0.573351863,0.573317598,1906.840553,450.1362868,17530557,0.006398188,6792,0.386524015,9826,0.559185067,882,0.05019349,10780,1.172566299,4.432620077,38945,17572,1.911348332,0.000222776,8.54E-06,0.01514957,968.6025877,440.725443,8904857.576,20205,2.274641475,Kuopio
6,FIN_Jyvaskyla,Finland,FI009,4765.33,2.692620407,0.028402591,1.116585232,0.031666166,0.000368917,0.00032858,0.701766035,0.708804583,1.418957109,1.487843017,0.58006721,0.553210575,2438.296949,398.8907824,11619289,0.00427876,4957,0.372258937,7416,0.556924001,742,0.055722439,8359,1.754128256,4.375037549,29129,13316,2.794350024,0.000306376,1.13E-05,0.011843867,1242.39367,384.4425862,5920415.828,15400,2.297762091,Jyvaskyla
0,FRA_Paris,France,FR001,12126.1,2.479651509,0.054149464,1.063585688,0.067018581,0.000324566,1.94E-05,0.728542765,0.593737048,1.619519201,1.331628008,0.404033349,0.491383302,5995.751186,141.2742131,72705078,0.001908023,42120,0.182893468,158240,0.687109745,24463,0.106223241,188178,15.51842719,4.469322356,514638,230298,18.99192651,2.31E-05,6.53E-07,0.00650943,3503.596212,134.4443679,42484958.02,316004,2.735403694,Paris
1,FRA_Lyon,France,FR003,3700.89,2.550690625,0.04375956,1.095709597,0.053446744,0.000324517,6.10E-05,0.73125212,0.686632273,1.548881807,1.451111412,0.48439289,0.517029449,7295.853706,167.384646,27001152,0.012609588,19128,0.262978443,46814,0.643615266,5571,0.076592059,53608,14.48516438,4.435547734,161312,72736,19.65365088,6.04E-05,2.07E-06,0.006732295,3998.381665,159.4857972,14797570.72,92783,2.54366476,Lyon
2,FRA_Toulouse,France,FR004,5257.99,2.538422342,0.045948383,1.090978067,0.072470152,0.000527282,7.56E-05,0.742277806,0.665722976,1.513390812,1.380729375,0.468927828,0.513982739,5413.195095,203.4243564,28462525,0.011971182,11749,0.193122606,44194,0.726432927,3763,0.061853806,49088,9.335886907,4.599733715,139917,60837,11.57039097,7.12E-05,2.47E-06,0.014029746,2898.050854,186.6203205,15237922.41,81652,2.662409389,Toulouse
3,FRA_Strasbourg,France,FR006,2066.61,2.611866931,0.045065814,1.083649874,0.068090669,0.000445145,0.000162312,0.710143926,0.541200275,1.530829343,1.159294099,0.409179952,0.540315591,4611.641631,141.9618183,9530464,0.01005333,5944,0.206661567,20196,0.702176483,2074,0.072109033,22818,11.04127049,4.66824282,67134,28762,13.91747838,0.000160788,5.23E-06,0.005943337,2547.072461,137.9150947,5263805.419,38167,2.647381962,Strasbourg
4,FRA_Bordeaux,France,FR007,5543.3,2.592023144,0.040582852,1.076755455,0.065355358,0.000437578,9.31E-05,0.742653951,0.625790773,1.553029342,1.331847075,0.470083581,0.548151217,4073.835639,189.3440189,22582493,0.007005101,9037,0.178558021,36381,0.718835826,4340,0.085752109,41574,7.499864702,4.713086088,119267,50611,9.130121047,0.00010055,2.97E-06,0.011562293,2213.218291,176.8386202,12268532.95,69377,2.722234297,Bordeaux
5,FRA_Nantes,France,FR008,3163.53,2.587897776,0.045385116,1.071270301,0.059840534,0.000354417,8.85E-05,0.696539362,0.664137055,1.443629142,1.359715883,0.470429411,0.499461406,6623.844528,178.3184063,20954730,0.003101003,11939,0.231613867,36055,0.699458746,2897,0.056201137,39608,12.52019105,4.559450598,117513,51547,16.29413977,9.13E-05,2.92E-06,0.008169309,3519.387938,166.4800952,11133689.33,66877,2.583409316,Nantes
6,FRA_Lille,France,FR009,1448.2,2.515323698,0.048589252,1.067069648,0.065586586,0.000271725,0.000109693,0.713675995,0.573118135,1.544485335,1.240124646,0.437709588,0.545135557,8537.841099,134.8217368,12364501,0.02464128,8391,0.205199061,27787,0.679521667,4169,0.101951482,32501,22.44234222,4.485473931,91710,40892,28.23643143,0.000116737,3.68E-06,0.006902192,4916.152805,129.3385985,7119572.492,55046,2.686980338,Lille
7,FRA_Montpellier,France,FR010,2249.44,2.496063043,0.061358938,1.109164464,0.072047249,0.000189705,0.000124475,0.728194435,0.537606934,1.550912388,1.202564481,0.394992813,0.509410727,5017.464939,138.4878933,11286486,0.005015787,7178,0.198358527,25592,0.707215298,2306,0.063724542,29009,12.89609858,4.504269489,81498,36187,16.08711502,0.000156646,4.16E-06,0.012969643,2793.047066,130.078505,6282791.793,48300,2.647027938,Montpellier
8,FRA_Saint-Etienne,France,FR011,1823.52,2.64326151,0.039342823,1.138174887,0.059724593,0.000565229,0.000175485,0.72127433,0.651126264,1.488760263,1.333875518,0.470799532,0.525467052,6259.901133,187.2241252,11415054,0.003225216,6558,0.248776602,17889,0.678616137,1580,0.059937028,19803,10.85976573,4.625772922,60970,26361,14.45610687,0.00018529,5.71E-06,0.007265868,3322.485314,179.2119507,6058618.419,33807,2.557641971,Saint-Etienne
9,FRA_Le Havre,France,FR012,758.799,2.668231906,0.037533033,1.067510358,0.047469182,0.000450926,0.000390732,0.743575854,0.669066331,1.577329688,1.391438618,0.501855399,0.56890143,6801.016881,184.0969181,5160604,0.012577182,2758,0.230236247,7894,0.65898656,1183,0.098756157,9221,12.15209825,4.680190333,28032,11979,15.78678939,0.000374906,1.25E-05,0.005351027,3701.462394,177.6849474,2808665.963,15807,2.635278404,Le Havre
10,FRA_ennes,France,FR013,3817.7,2.639318478,0.049665644,1.069064893,0.04856028,0.000553576,8.85E-05,0.652362162,0.722520436,1.369711175,1.495227194,0.499119099,0.457220823,6267.349361,205.1483268,23926859,0.037012851,13795,0.268693637,33455,0.651623459,3140,0.061159697,37546,9.834717238,4.543425333,116632,51341,13.44814941,9.86E-05,2.93E-06,0.007485081,3316.795129,195.8900507,12662528.77,64641,2.510819813,ennes
11,FRA_Amiens,France,FR014,2453.78,2.673036402,0.038126259,1.060143294,0.072012489,0.000418961,0.000334143,0.773308738,0.676387414,1.660694632,1.45548392,0.513721963,0.58615234,3871.83979,272.0220764,9500643,0.003540678,2713,0.187634,10298,0.712220762,1272,0.087972889,11746,4.786900211,4.831039491,34926,14459,5.892541304,0.000331209,1.04E-05,0.004581114,2060.284427,259.4152669,5055484.722,19488,2.707379487,Amiens
12,FRA_Nancy,France,FR016,2864.05,2.571882586,0.044035787,1.078100276,0.065786475,0.000434131,0.000227331,0.783106112,0.613025378,1.730350488,1.363851554,0.463195727,0.587667294,3060.251714,189.2658862,8764713,0.010927186,4321,0.214069854,13720,0.679712658,1315,0.065147387,15864,5.539009445,4.588456775,46309,20185,7.047712156,0.000214139,7.46E-06,0.006521411,1662.851171,181.2072482,4762488.897,26282,2.603319297,Nancy
13,FRA_Metz,France,FR017,1786.59,2.560635468,0.046257046,1.078736354,0.074589354,0.000363908,0.000275568,0.761477407,0.570772574,1.670560492,1.27163289,0.448830616,0.589634556,3430.264988,162.6151491,6128477,0.019170444,3636,0.219844005,11575,0.699860935,1037,0.062700284,12903,7.222138263,4.557349296,37687,16539,9.25730022,0.000306403,9.11E-06,0.005333404,1891.339301,156.5461145,3379047.882,21585,2.610859181,Metz
14,FRA_eims,France,FR018,2444.48,2.64968096,0.046213158,1.061839979,0.065643611,0.000248019,0.000305144,0.785525114,0.625655686,1.712156149,1.350799648,0.467344605,0.592365375,2932.284281,191.2922067,7167910,0.003584552,2992,0.190913731,11117,0.709354262,1285,0.081993364,12680,5.187197277,4.781904033,37471,15672,6.411179474,0.000314488,9.61E-06,0.005097275,1604.534684,185.6599898,3922252.945,21126,2.694678407,eims
