,city,state,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,degree_centrality_avg,D_len,D_number,H_len,H_number,EH_number,EH_len,edge_density_km,edge_length_avg,edge_length_total,entropy,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion,intersection_count,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,city1
6,ESP_Murcia,Spain,ES007,1198.7,2.626922051,0.053558969,1.068038075,0.051093235,0.000568229,0.000184085,0.646784186,0.487990645,1.394327195,1.119761419,0.39522665,0.492136322,6449.160392,121.9127369,7730608,0.106005673,3727,0.141991771,18421,0.701805852,3828,0.145839683,22520,18.78701927,4.831682414,63411,26248,21.89705514,0.000207173,5.74E-06,0.001324691,3696.698821,118.2481955,4431232.877,37474,2.86044651,Murcia
8,ESP_Valladolid,Spain,ES009,1156.25,2.406549443,0.050992421,1.056735728,0.077814383,0.000536889,0.000344202,0.61899888,0.399821642,1.465757247,1.006211645,0.381276918,0.555409399,3013.719175,118.8638558,3484612,0.002434275,1572,0.120441312,9408,0.720809071,1869,0.143196445,11480,9.928648649,4.492185106,29316,13052,11.28821622,0.000408614,1.16E-05,0.002285441,1934.518244,118.2984303,2236786.72,18908,2.902467055,Valladolid
9,ESP_Palma de Mallorca,Spain,ES010,2027.93,2.428396286,0.04439953,1.100248238,0.058416299,0.000477111,0.000213671,0.72116945,0.569576935,1.529159797,1.290803115,0.465558813,0.551527814,4294.533653,190.6777079,8709013,0.012955042,3265,0.157904919,13705,0.662813754,3396,0.16424046,17412,8.586095181,4.417855588,45674,20677,10.19611131,0.000211166,7.29E-06,0.001423129,2466.773957,169.9719653,5002444.911,29431,2.847898631,Palma de Mallorca
10,ESP_antiago de Compostela,Spain,ES011,1268.41,2.66403217,0.043977947,1.093250754,0.065340724,0.00052832,0.000313591,0.604495923,0.697286517,1.413422317,1.612369083,0.58153922,0.509784342,6093.585778,209.6329031,7729165,0.006607122,2865,0.186827519,11003,0.717508966,1142,0.074470166,12470,9.831205998,4.80860776,36870,15335,12.08993937,0.000341074,9.84E-06,0.00116626,3251.045837,200.8993009,4123659.05,20526,2.687968699,antiago de Compostela
11,ESP_Vitoria,Spain,ES012,1596.65,2.384299323,0.04862087,1.090506839,0.089429588,0.000323544,0.000504376,0.76935416,0.590418321,1.761656176,1.353647547,0.499860581,0.650525672,2183.181804,182.0914813,3485777,0.011859589,1259,0.144496729,6617,0.759439917,728,0.083553311,7454,4.668524724,4.394123723,19143,8713,5.4570507,0.000597409,1.73E-05,0.003813404,1337.781155,176.1623325,2135968.281,12125,2.789624699,Vitoria
12,ESP_Oviedo,Spain,ES013,934.416,2.480253184,0.046222839,1.16342192,0.087744641,0.00074003,0.000415802,0.694166158,0.726138371,1.522274619,1.585705189,0.571922253,0.549044511,5244.819549,204.7649078,4900843,0.003598111,2091,0.194874185,7875,0.733923579,619,0.057688723,8639,9.245346826,4.461136999,23934,10730,11.48310817,0.000440232,1.41E-05,0.001921952,2905.461421,190.5467181,2714909.639,14248,2.663746505,Oviedo
13,ESP_Pamplona,Spain,ES014,1690.66,2.432760313,0.071878554,1.129631486,0.072459023,0.000183807,0.000355414,0.761882708,0.572663414,1.714519053,1.355932119,0.500704204,0.633119376,2379.909581,143.4240369,4023617,0.002526104,1860,0.148030243,9286,0.739037008,1200,0.095503382,10705,6.331846734,4.465419817,28054,12565,7.432008801,0.000436116,1.20E-05,0.00327939,1391.721908,134.1311459,2352928.561,17542,2.792280143,Pamplona
14,ESP_antander,Spain,ES015,682.046,2.480627444,0.057032442,1.102360579,0.075207246,0.000755147,0.000250059,0.741860928,0.64877873,1.676735282,1.546105999,0.534915965,0.580110596,7827.510093,134.5783199,5338721,0.01008034,3474,0.195026105,13027,0.731319823,985,0.055296693,14339,21.02350868,4.454050413,39670,17813,26.11700677,0.000351093,8.48E-06,0.00173935,4377.070246,126.5413383,2985363.253,23592,2.654746533,antander
15,ESP_Toledo,Spain,ES016,934.332,2.57983871,0.060546257,1.069284413,0.072467238,0.000479455,0.000612429,0.623929496,0.34355225,1.468714494,0.867309318,0.338138964,0.572609549,2537.110923,122.9323198,2370503,0.014498368,845,0.106476815,6197,0.780871976,812,0.102318548,7091,7.589379364,4.859627016,19283,7936,8.49376881,0.000608453,1.90E-05,0.001037183,1523.167996,124.5640788,1423144.6,11425,2.886844758,Toledo
16,ESP_Badajoz,Spain,ES017,2193.17,2.495531537,0.058391999,1.066791486,0.072146045,0.000288983,0.000765146,0.751767061,0.371805528,1.715306956,0.952791832,0.361034913,0.649969569,1099.022426,163.9800676,2410343,0.018743655,501,0.080819487,4609,0.743507017,1008,0.162606872,5698,2.598065813,4.742377803,14699,6199,2.826502278,0.000687097,2.43E-05,0.001020478,631.8524442,149.1989476,1385759.825,9288,3.000967898,Badajoz
17,ESP_Logrono,Spain,ES018,460.845,2.305735424,0.060364414,1.082427443,0.089011064,0.000606515,0.00087853,0.766746641,0.541933925,1.797368329,1.301144915,0.493033971,0.681064526,3513.410285,152.8641959,1619137,0.027587451,568,0.115658725,3834,0.780696396,445,0.09061291,4343,9.423992883,4.313581755,10592,4911,10.65651141,0.001029952,3.09E-05,0.002643505,2186.709792,144.0031829,1007734.274,6998,2.857666463,Logrono
18,ESP_Bilbao,Spain,ES019,1518.59,2.254810734,0.052590459,1.152071158,0.086958738,0.000612761,0.000218453,0.783219389,0.63886529,1.844556984,1.552830793,0.537242584,0.63817292,3953.613391,152.7869951,6003917,0.006556768,3022,0.159320962,13925,0.734131168,1592,0.083930831,15946,10.5005301,4.14339941,39296,18968,12.49053398,0.000256963,7.95E-06,0.003231881,2397.267931,139.620584,3640467.107,26074,2.75147617,Bilbao
19,ESP_Cordoba,Spain,ES020,1868.66,2.419001441,0.04440501,1.095098986,0.064675459,0.000299949,0.000500064,0.718586323,0.465432303,1.675361454,1.193270142,0.452157719,0.634833293,1904.994107,174.893696,3559786,0.024394695,1113,0.123351435,6509,0.721378699,1292,0.143189627,7910,4.232979782,4.511581514,20354,9023,4.828593752,0.000599342,1.68E-05,0.002161737,1115.671325,160.0007965,2084810.379,13030,2.893383575,Cordoba
20,ESP_Alicante,Spain,ES021,354.13,2.202086957,0.04315079,1.06845849,0.06,0.000406552,0.00039637,0.663221621,0.523910016,1.503977076,1.238509899,0.457343774,0.555372672,8118.912995,135.4414292,2875150,0.014136667,1246,0.120386473,7056,0.68173913,1895,0.183091787,9104,25.70807331,4.102028986,21228,10350,29.22655522,0.000535348,1.46E-05,0.003344639,5335.039539,124.1407157,1889297.552,15219,2.943285024,Alicante
21,ESP_Vigo,Spain,ES022,1353.79,2.659838437,0.043670692,1.138286193,0.050155214,0.000407192,0.000165502,0.733669853,0.707608424,1.629846883,1.581966273,0.558364684,0.575264438,7649.065477,155.7247448,10355228,0.004235624,6604,0.232961761,20139,0.710420488,1415,0.049915338,21744,16.06157528,4.691477353,66497,28348,20.93973216,0.000151788,5.30E-06,0.000977488,4094.921344,151.611201,5543663.566,36565,2.582686609,Vigo
22,ESP_Gijon,Spain,ES023,524.83,2.436329265,0.039747507,1.13667637,0.084306182,0.000649061,0.000596685,0.683803049,0.708391865,1.462536558,1.485989154,0.563075738,0.554189006,6485.972824,200.8279125,3404033,0.005503233,1134,0.150437782,5470,0.725656673,814,0.107986203,6404,12.20204638,4.497214115,16950,7538,14.36274603,0.000642007,2.01E-05,0.001356932,3667.174563,182.1199116,1924643.226,10568,2.813478376,Gijon
24,ESP_Coruna (A),Spain,ES026,749.816,2.483886592,0.046205555,1.102759814,0.066652481,0.000583958,0.000273761,0.731080783,0.744016511,1.662009087,1.693043128,0.585752723,0.575015682,8154.592664,165.1258217,6114444,0.000952474,3023,0.183791342,12104,0.735894942,1149,0.069856518,13425,17.90439254,4.502553502,37029,16448,21.93604831,0.000325092,9.16E-06,0.001971428,4524.148846,153.1641318,3392279.191,22148,2.701057879,Coruna (A)
25,ESP_Reus,Spain,ES028,115.68,2.034015014,0.066381575,1.052196851,0.088497713,0.001103396,0.001008385,0.658493775,0.49439845,1.562847568,1.210068232,0.471770809,0.609309328,6369.503553,97.95588554,736824,0.048238184,311,0.080507378,2984,0.77245664,505,0.130727414,3552,30.70539419,3.894382604,7522,3863,33.39384509,0.00126636,3.95E-05,0.00039883,4392.748297,89.18096227,508153.123,5698,2.97566658,Reus
26,ESP_Lugo,Spain,ES031,1344.81,2.684030589,0.037904293,1.096578182,0.065393337,0.000652436,0.000458249,0.679536161,0.693489825,1.447834578,1.453796668,0.550877259,0.548618085,4397.657689,239.8610495,5914014,0.001595815,2362,0.227684596,7176,0.691729323,760,0.073260073,8012,5.957718934,4.753422017,24656,10374,7.714100877,0.000430396,1.45E-05,0.001176184,2344.645489,232.9591947,3153102.7,13535,2.618951224,Lugo
27,ESP_Girona,Spain,ES033,399.205,2.396581128,0.06056691,1.101818241,0.076423416,0.000567176,0.000719288,0.681506997,0.46406267,1.580167425,1.132759279,0.441630271,0.616061842,4872.544435,139.1475857,1945144,0.024695612,694,0.111307137,4534,0.727185245,839,0.134562951,5541,13.88008667,4.4840417,13979,6235,15.61854185,0.000801677,2.43E-05,0.001573789,2897.153698,128.2357514,1156558.242,9019,2.904089816,Girona
28,ESP_Caceres,Spain,ES034,2385.53,2.320213452,0.062095446,1.089790631,0.082459534,0.000184106,0.00085343,0.779515378,0.481361469,1.761585148,1.152609487,0.449369296,0.686791395,703.9293205,147.3150726,1679244,0.007578421,478,0.092474366,3869,0.748500677,727,0.14064616,4691,1.966439324,4.410524279,11399,5169,2.166814083,0.000879977,2.92E-05,0.003158172,431.2398163,134.4225165,1028735.519,7653,2.961501257,Caceres
29,ESP_Torrevieja,Spain,ES035,86.4881,2.461978569,0.056459893,1.047815979,0.047967853,0.00184336,0.001075855,0.49681823,0.43044661,1.159367465,0.997011564,0.38870614,0.452004037,10289.32958,87.24554569,889904,0.028627025,360,0.082663605,2962,0.680137773,983,0.225717566,3995,46.19132574,4.684270953,10200,4355,50.35374809,0.001026376,3.47E-05,0.003333333,6528.4339,85.44670763,564631.844,6608,3.05717566,Torrevieja
30,"ESP_Puerto de Santa Maria, El",Spain,ES037,159.564,2.47307123,0.056027816,1.067807662,0.050435388,0.000628813,0.001212989,0.54371873,0.440873787,1.168749509,0.976841163,0.407374406,0.487406403,6036.641943,108.4108875,963230,0.090837221,402,0.105015674,2920,0.762800418,477,0.12460815,3426,21.4710085,4.642110763,8885,3828,23.99037377,0.001106593,3.96E-05,0.001800788,3664.428643,105.1260144,584710.892,5562,2.909613375,"Puerto de Santa Maria, El"
31,ESP_Aviles,Spain,ES039,189.096,2.523135509,0.042638844,1.134058273,0.087972305,0.001036652,0.001359225,0.769348659,0.652303771,1.73626944,1.480829942,0.561120793,0.65791274,7293.931982,178.7523797,1379253,0.00353346,573,0.170029674,2519,0.747477745,235,0.069732938,2797,14.79142869,4.579228487,7716,3370,17.82163557,0.001349664,4.47E-05,0.00466563,4071.011687,167.8613227,769812.026,4586,2.727893175,Aviles
32,ESP_Talavera de la Reina,Spain,ES040,831.552,2.540699588,0.054842967,1.061127349,0.072682379,0.000796362,0.001074155,0.724974378,0.459073427,1.610744532,1.095707815,0.415189091,0.610348443,1890.108258,147.4827158,1571723,0.03277959,508,0.114029181,3351,0.752188552,559,0.125476992,3947,4.746546217,4.784287318,10657,4455,5.35745209,0.001164229,3.39E-05,0.000844515,1076.862843,138.9183138,895467.451,6446,2.901683502,Talavera de la Reina
33,ESP_Palencia,Spain,ES041,283.752,2.361914756,0.054502337,1.05354289,0.085703523,0.00065122,0.001431743,0.740887846,0.477689292,1.777711969,1.192004295,0.479697817,0.715403924,3103.819377,128.3092885,880714,0.063267555,358,0.115595738,2361,0.762350662,339,0.109460768,2739,9.652795399,4.432676784,6864,3097,10.91446051,0.001323468,4.90E-05,0.001165501,2027.456709,129.396063,575294.896,4446,2.879560865,Palencia
34,ESP_Ferrol,Spain,ES043,449.797,2.564905957,0.047420735,1.103064348,0.075118071,0.001243932,0.000585323,0.655247231,0.729310777,1.481728588,1.635686363,0.619799481,0.561461311,7938.034362,188.4767759,3570504,0.005668405,1254,0.15585384,5985,0.743847875,743,0.092344022,6792,15.10014518,4.708923689,18944,8046,17.88806951,0.000564063,1.88E-05,0.000950169,4303.799132,173.6175729,1935835.938,11150,2.778772061,Ferrol
35,ESP_Pontevedra,Spain,ES044,514.181,2.625911317,0.046174961,1.163799115,0.07844124,0.000710958,0.000644875,0.764620311,0.728005431,1.702187711,1.685069675,0.622244622,0.628565789,6172.827205,182.1387849,3173950,0.005729782,1413,0.192192601,5502,0.748367791,348,0.047334059,5939,11.55040735,4.740478781,17426,7352,14.29846688,0.000649088,2.05E-05,0.001951108,3252.157306,171.6658963,1672197.496,9741,2.661180631,Pontevedra
36,ESP_Ceuta,Spain,ES045,19.7829,2.438803419,0.054121048,1.221416557,0.076410256,0.000556387,0.00462065,0.652445203,0.440337995,1.348626152,0.940678226,0.525002514,0.752682587,13495.5224,121.6866773,266980,0.020505124,149,0.152820513,733,0.751794872,82,0.084102564,826,41.75323133,4.500512821,2194,975,49.28498855,0.0038865,0.000155022,0.005469462,7529.559417,110.0935115,148956.521,1353,2.767179487,Ceuta
37,ESP_Gandia,Spain,ES046,171.458,2.357338192,0.056332762,1.076294568,0.06906441,0.000917013,0.00104564,0.652857206,0.510572,1.368298108,1.13178126,0.417932156,0.505270585,6240.8032,113.1235474,1070035,0.074688394,437,0.102726845,3090,0.726375176,656,0.154207804,3817,22.26201169,4.447108604,9459,4254,24.81074082,0.001182146,3.55E-05,0.000317158,3724.246999,102.4305329,638551.942,6234,2.940761636,Gandia
38,ESP_Guadalajara,Spain,ES048,454.637,2.324058214,0.055576167,1.073249285,0.070427605,0.000432804,0.000824831,0.609752029,0.355413438,1.481893351,0.889874665,0.32860346,0.547217829,3161.101708,120.8199913,1437153,0.048539415,448,0.08341091,4252,0.791658909,607,0.113014336,4923,10.82841916,4.429342767,11895,5371,11.8138207,0.001029056,2.81E-05,0.004791929,2013.428258,115.7974678,915378.983,7905,2.942654999,Guadalajara
39,ESP_Manresa,Spain,ES050,298.139,2.390739909,0.054862002,1.114099044,0.086452483,0.001032567,0.001002476,0.679843074,0.513192455,1.626931386,1.257736531,0.490355307,0.634293765,4205.83125,126.3016038,1253922,0.006876035,522,0.117277016,3241,0.728150977,609,0.136823186,3929,13.17841678,4.461019996,9928,4451,14.92927795,0.001104184,3.41E-05,0.002014504,2591.669815,119.8879514,772677.847,6445,2.902044484,Manresa
40,ESP_Ciudad Real,Spain,ES053,961.918,2.42413129,0.051887092,1.049302897,0.06570376,0.000657422,0.001140846,0.781126352,0.474182809,1.798882292,1.127485527,0.427230403,0.681638201,1607.228964,171.0580295,1546022,0.02099874,423,0.10625471,2985,0.749811605,520,0.130620447,3558,3.698859986,4.540567697,9038,3981,4.138606409,0.001053721,3.81E-05,0.000442576,961.2910466,159.7310694,924683.161,5789,2.920622959,Ciudad Real
41,ESP_Benidorm,Spain,ES054,203.39,2.365647299,0.048031741,1.115130121,0.070828087,0.000857259,0.000778848,0.566919474,0.436382657,1.300275296,0.999744558,0.369175046,0.480151843,7664.495187,129.5613095,1558881,0.003831776,887,0.159561072,4108,0.738981831,493,0.088685015,4672,22.97064752,4.328836122,12032,5559,27.33172722,0.000969824,2.72E-05,0.002576463,4576.32269,121.2266569,930778.272,7678,2.763446663,Benidorm
42,ESP_Melilla,Spain,ES055,13.9166,2.290419162,0.077964111,1.06385557,0.113002566,0.001410747,0.003748374,0.524287575,0.39021128,1.031041343,0.837890156,0.402939991,0.495826078,15510.96798,84.35323837,215859,0.106477032,84,0.071856287,789,0.674935843,280,0.239520958,1085,77.96444534,4.378100941,2559,1169,84.0004024,0.003241601,0.000130035,0.000390778,9605.746087,74.10162195,133679.326,1804,3.094952951,Melilla
43,ESP_Ponferrada,Spain,ES057,624.434,2.600200418,0.061493574,1.103400152,0.077222029,0.000371334,0.00081637,0.685994309,0.525537414,1.491029968,1.172262725,0.444197521,0.564985819,3057.711209,142.0956196,1909338,0.015636288,1022,0.17811084,4096,0.713837574,517,0.090101081,4716,7.552439489,4.683513419,13437,5738,9.189121669,0.001039535,2.63E-05,0.000818635,1685.437348,134.9460681,1052444.385,7799,2.723597072,Ponferrada
44,ESP_Zamora,Spain,ES059,342.05,2.496018614,0.056754849,1.053702882,0.090325175,0.000754341,0.001607056,0.755577719,0.499570789,1.768154767,1.210100766,0.471783492,0.689352701,2371.9497,120.0185496,811325,0.008087174,335,0.115477422,2147,0.740089624,381,0.131334023,2566,7.501827218,4.66046191,6760,2901,8.481216196,0.0017956,5.23E-05,0.002366864,1461.086797,119.0766593,499764.739,4197,2.905894519,Zamora
45,ESP_anlucar de Barrameda,Spain,ES062,171.131,2.574901426,0.046660211,1.057844796,0.040172884,0.000618801,0.002051354,0.496818959,0.401125629,1.084664241,0.867144725,0.376596169,0.471063694,3498.591734,120.8797702,598717,0.028568616,482,0.219290264,1486,0.676069154,216,0.098271156,1716,10.02740591,4.506824386,4953,2198,12.84396164,0.002297382,6.86E-05,0.000403796,1974.158195,116.0163688,337839.666,2912,2.658325751,anlucar de Barrameda
46,"ESP_Linea de la Concepcion, La",Spain,ES065,19.2784,2.466034018,0.07055606,1.042318872,0.062933001,0.002877838,0.002901379,0.569478516,0.536109989,1.291182931,1.214234971,0.527335548,0.560753622,16055.36144,82.67138889,309521,0.17280584,148,0.092097075,1165,0.724953329,281,0.174859988,1459,75.6805544,4.659614188,3744,1607,83.35754004,0.00290089,9.51E-05,0.000534188,9832.312381,79.34334491,189551.251,2389,2.990043559,"Linea de la Concepcion, La"
47,ESP_Irun,Spain,ES070,70.3522,2.103086047,0.046679033,1.144127659,0.081081624,0.000807099,0.002355762,0.766641477,0.698653494,1.728897257,1.59133286,0.620414924,0.674047327,7048.01837,153.2273171,495843,0.010135926,271,0.16344994,1237,0.746079614,111,0.06694813,1387,19.71509064,3.903498191,3236,1658,23.56713791,0.002826639,9.33E-05,0.003399258,4299.251523,134.9673373,302461.803,2241,2.718335344,Irun
49,ESP_lda,Spain,ES073,149.941,2.197564554,0.06548797,1.095413639,0.070269953,0.000516121,0.001456077,0.685017844,0.522910163,1.456874382,1.117279643,0.435595206,0.56799343,3943.225722,100.7242262,591251,0.087910741,281,0.098943662,1914,0.673943662,610,0.214788732,2559,17.06671291,4.133802817,5870,2840,18.94078337,0.001697297,5.32E-05,0,2575.702616,90.50935693,386203.426,4267,3.011619718,lda
51,ESP_Granada,Spain,ES501,1624.67,2.619435433,0.06362947,1.093657983,0.049357475,0.000337531,0.000182511,0.621153912,0.447110492,1.407256328,1.005744719,0.392110946,0.548648777,3814.514436,96.63694322,6197327,0.008144802,3498,0.131950207,19492,0.73526971,3281,0.123764617,23012,14.16410717,4.838174274,64130,26510,16.31715979,0.000204274,5.67E-06,0.001060346,2218.850159,95.0333295,3604899.288,37933,2.861750283,Granada
52,ESP_lche Elx,Spain,ES505,384.812,2.310096154,0.042085276,1.060571699,0.044702284,0.000423416,0.000419546,0.692961991,0.611719026,1.505494827,1.374436858,0.507537437,0.555933131,8177.642477,156.98169,3146854,0.03914896,1987,0.203252864,6241,0.638400164,1448,0.14811784,7789,20.24105277,4.10106383,20046,9776,25.40461316,0.000506771,1.55E-05,0.000798164,4875.996357,140.3607054,1876341.91,13368,2.743964812,lche Elx
53,ESP_Cartagena,Spain,ES506,582.862,2.61898511,0.076155734,1.06956946,0.062861781,0.000587164,0.000370446,0.748130615,0.54124768,1.711744457,1.294758339,0.4781146,0.632094803,6200.803683,113.0041846,3614212,0.028775949,1643,0.125028537,9187,0.699109657,2147,0.163381782,11498,19.72679639,4.867666083,31983,13141,22.54564545,0.000447534,1.15E-05,0.00175093,3636.791112,110.801701,2119747.341,19131,2.9136291,Cartagena
54,ESP_Jerez de la Frontera,Spain,ES508,1259.3,2.277871191,0.054090008,1.065356821,0.060908998,0.000195541,0.000660276,0.741758109,0.504132197,1.695935574,1.163495545,0.440875434,0.642629304,1558.994769,138.9709147,1963242,0.015078371,643,0.098287985,5180,0.791806787,665,0.101650871,5899,4.684348448,4.318862733,14127,6542,5.194949575,0.000894393,2.31E-05,0.000920224,980.318681,130.5398451,1234515.315,9457,2.902323448,Jerez de la Frontera
55,ESP_Donostia-San Sebastian,Spain,ES510,330.787,2.179798387,0.050244436,1.184634574,0.080715054,0.000625766,0.000642455,0.735392333,0.647757224,1.630625952,1.486212811,0.548812873,0.602140223,6294.014444,168.6358461,2081978,0.004029581,1069,0.172419355,4600,0.741935484,373,0.06016129,5131,15.51149229,3.982580645,12346,6200,18.74317915,0.00083106,2.44E-05,0.005831848,3864.687412,153.0454154,1278388.355,8353,2.695806452,Donostia-San Sebastian
56,ESP_Almeria,Spain,ES514,400.166,2.363990362,0.074736795,1.071635058,0.07405017,0.000541437,0.000576454,0.700064976,0.506756284,1.592447351,1.211731291,0.459153076,0.603415217,4017.376994,92.94736829,1607617,0.018696072,783,0.101071382,5741,0.741061056,1127,0.145475668,6964,17.40277785,4.46521234,17296,7747,19.35946582,0.00058977,1.95E-05,0.001965772,2505.520491,88.16603174,1002624.113,11372,2.938169614,Almeria
57,ESP_Burgos,Spain,ES515,1492.42,2.495628768,0.096114694,1.068148735,0.081046863,0.000471832,0.000418506,0.754405697,0.463859252,1.737389264,1.112441195,0.421529757,0.658337068,1786.449644,108.5205624,2666133,0.00235033,1878,0.173311185,7818,0.721483942,919,0.084809893,8958,6.002331783,4.534514581,24568,10836,7.26069069,0.000605185,1.39E-05,0.001424617,1092.842138,110.0228996,1630979.463,14824,2.738833518,Burgos
58,ESP_alamanca,Spain,ES516,464.293,2.292869166,0.067201191,1.051608219,0.08474399,0.00055043,0.000548663,0.640438457,0.455409778,1.520777948,1.096556303,0.427515771,0.592907592,3615.06934,97.52768094,1678451,0.010225587,731,0.092286327,6119,0.772503472,969,0.122333039,7190,15.48591084,4.345410933,17210,7921,17.06034767,0.000609296,1.91E-05,0.002149913,2321.275402,92.69389524,1077751.92,11627,2.944577705,alamanca
59,ESP_Albacete,Spain,ES519,2450.02,2.439805078,0.060181651,1.052201266,0.072949862,0.000375439,0.00071642,0.79966014,0.545218791,1.838854005,1.315188971,0.485659007,0.679032466,1047.63403,181.946858,2566724,0.010156283,880,0.140216699,4332,0.690248566,991,0.157903123,5396,2.202431001,4.49553856,14107,6276,2.561611742,0.000729895,2.41E-05,0.002055717,629.4076542,171.1309889,1542061.341,9011,2.8777884,Albacete
60,ESP_Castellon de la Plana Castello de la Plana,Spain,ES520,320.37,2.212246173,0.068595073,1.070695877,0.076150806,0.000222851,0.000428574,0.746557877,0.65663084,1.695238212,1.451455246,0.535977969,0.625999552,7873.196997,127.6550494,2522336,0.058104842,1144,0.119129439,6980,0.726856191,1367,0.142351349,8459,26.40384555,4.115172342,19759,9603,29.97471673,0.000520243,1.57E-05,0.001417076,5068.592371,116.6457107,1623824.938,13921,2.902946996,Castellon de la Plana Castello de la Plana
61,ESP_Huelva,Spain,ES521,968.486,2.465387387,0.050934037,1.062275983,0.071212355,0.000659421,0.000712705,0.726372341,0.434832772,1.730976664,1.068637309,0.404931449,0.655907185,2134.988217,138.4192126,2067706,0.022361461,726,0.112123552,4936,0.762316602,742,0.114594595,5749,5.936069288,4.614054054,14938,6475,6.685692927,0.000658624,2.33E-05,0.003414112,1290.578139,133.9233751,1249906.86,9333,2.890656371,Huelva
62,ESP_Cadiz,Spain,ES522,239.176,2.22878115,0.067652119,1.058718823,0.071839789,0.000653291,0.001051103,0.67556474,0.460165377,1.590944684,1.085822375,0.436967069,0.64024324,3730.765578,103.3842646,892309,0.034746989,308,0.075993092,3081,0.760177646,574,0.141623489,3745,15.65792554,4.259067358,8631,4053,16.94568017,0.000940892,3.76E-05,0.001737921,2506.758793,99.57756868,599556.541,6021,2.979274611,Cadiz
63,ESP_Leon,Spain,ES523,1190.42,2.548851062,0.056459267,1.059369541,0.068448404,0.00044791,0.00048967,0.703865238,0.469324039,1.604207831,1.105444203,0.430980908,0.625434505,2371.44675,129.7044631,2823017,0.006902725,1601,0.169795312,6838,0.72520946,912,0.096722876,7828,6.575830379,4.616608336,21765,9429,7.920733859,0.00053457,1.60E-05,0.000735125,1373.171413,125.6360552,1634650.714,13011,2.76370771,Leon
64,ESP_Tarragona,Spain,ES525,209.44,2.196754802,0.063203457,1.069272334,0.09402213,0.000451909,0.000596356,0.620743061,0.470519175,1.49601887,1.177520718,0.424700825,0.539574751,7800.2983,113.1524086,1633694,0.004977757,637,0.09153614,5223,0.750538871,871,0.125161661,6322,30.18525592,4.14944676,14438,6959,33.22669977,0.000662645,2.19E-05,0.001593018,5219.237342,108.2294128,1093117.069,10100,2.920821957,Tarragona
65,ESP_Jaen,Spain,ES527,998.343,2.558173691,0.051659705,1.103794908,0.059081879,0.000297405,0.001008315,0.754764252,0.492461247,1.76668527,1.167921657,0.44255259,0.669438003,1617.47129,145.1497654,1614791,0.011144944,640,0.136228182,3454,0.735206471,556,0.118348233,4058,4.064735266,4.736057897,11125,4698,4.705797506,0.000948883,3.22E-05,0.001168539,956.7717428,143.292285,955186.372,6666,2.844189017,Jaen
66,ESP_Lleida,Spain,ES528,707.406,2.510515147,0.062273285,1.069461821,0.086342499,0.000632529,0.00063393,0.665083083,0.576318849,1.443984997,1.355950559,0.5138011,0.547159389,4149.746592,169.9308618,2935555,0.010951119,806,0.109169714,5399,0.73127455,1013,0.137207097,6577,9.29734834,4.679669511,17275,7383,10.43672233,0.000578805,2.05E-05,0.001562952,2384.603525,157.3437964,1686882.841,10721,2.916565082,Lleida
67,ESP_Ourense,Spain,ES529,653.55,2.667598079,0.052302683,1.125382807,0.062834655,0.000511325,0.00042978,0.732108526,0.65146145,1.561594123,1.412339673,0.535168243,0.591724214,6238.004829,157.6934227,4076848,0.001458671,2534,0.231014678,7782,0.709453916,578,0.052693956,8435,12.90643409,4.713829884,25853,10969,16.78371968,0.000402012,1.37E-05,0.001431169,3309.76215,152.4272464,2163095.053,14191,2.594311241,Ourense
68,ESP_Algeciras,Spain,ES532,417.334,2.431678293,0.071161148,1.134072456,0.07637806,0.000341444,0.000913309,0.708386361,0.566502918,1.58823022,1.287889804,0.502111202,0.619205294,2816.011384,108.3549046,1175217,0.0090735,748,0.153467378,3607,0.740049241,472,0.096840378,4126,9.886565676,4.45055396,10846,4874,11.67889508,0.000833221,3.11E-05,0.001659598,1696.1189,104.2639689,707848.085,6789,2.790726303,Algeciras
69,ESP_Marbella,Spain,ES533,686.834,2.360969204,0.055749145,1.192604848,0.060889036,0.000319416,0.000350095,0.56003352,0.4144188,1.24975995,1.000346768,0.369397424,0.461498073,5460.042559,147.3591446,3750142,0.005014191,2364,0.196052413,8522,0.706750705,897,0.074390446,9694,14.11403629,4.221098026,25449,12058,17.55591599,0.000469851,1.25E-05,0.004361665,3183.833628,135.756468,2186765.186,16108,2.669596948,Marbella
70,ESP_Alcoy,Spain,ES537,206.375,2.166313131,0.05418508,1.192545723,0.081494949,0.000566991,0.002467611,0.736232633,0.462926797,1.649647838,1.073549785,0.418546191,0.643150257,2753.188031,169.2550432,568189,0.042160703,216,0.130909091,1132,0.686060606,265,0.160606061,1434,6.948516051,4.069090909,3357,1650,7.995154452,0.003358046,9.27E-05,0.003872505,1686.010714,146.9385393,347950.461,2368,2.887878788,Alcoy
